License #,DBA Name,Address,City,State
2506119.0,CHICAGO HALAL,2233 N LINCOLN AVE ,CHICAGO,IL
27508.0,GINO'S NORTH PIZZERIA,1111 W GRANVILLE AVE ,CHICAGO,IL
1514893.0,LAO SZE CHUAN UPTOWN,4832 N BROADWAY ,CHICAGO,IL
2616359.0,PUBLICAN QUALITY MEATS,825 W FULTON MARKET ,CHICAGO,IL
2616777.0,AVLI TAVERNA,1335 W WRIGHTWOOD AVE ,CHICAGO,IL
574.0,ZAVEN INC,260 E CHESTNUT ST ,CHICAGO,IL
2363720.0,AU BON PAIN,259 E ERIE ST ,CHICAGO,IL
2626344.0,CHURRO FACTORY,3927 N LINCOLN AVE ,CHICAGO,IL
43114.0,O'HARE GASLIGHT CLUB,4000 N O'HARE FIELD ,CHICAGO,IL
2517666.0,JOE'S WINGS & THINGS,4203 W CERMAK RD ,CHICAGO,IL
2308884.0,RAMEN TAKEYA,819 W FULTON ,CHICAGO,IL
48364.0,THAI LAGOON RESTAURANT,2322 W NORTH AVE ,CHICAGO,IL
1909531.0,TRANSPORTATION CENTER,11601 W TOUHY AVE ,CHICAGO,IL
2626543.0,BARRACO'S PIZZA,3124 W 111TH ST ,CHICAGO,IL
2564814.0,BONCHON,1732 W DIVISION ST ,CHICAGO,IL
2314067.0,COHIBA CUBAN CUISINE INC,2835 N BROADWAY ,CHICAGO,IL
2535598.0,WINGSTOP,3032 S HALSTED ST ,CHICAGO,IL
2419624.0,MORTAR AND PESTLE,3108 N BROADWAY ,CHICAGO,IL
2622234.0,POTBELLY SANDWICH SHOP,600 E GRAND AVE ,CHICAGO,IL
2616836.0,URBAN CUP,3185 N ELSTON AVE ,CHICAGO,IL
1473214.0,PHO 777 RESTAURANT,1063-1065 W ARGYLE ST ,CHICAGO,IL
1717419.0,TROPICAL TASTE,3330 W NORTH AVE ,CHICAGO,IL
10488.0,"SIAM CAFE,THAI RESTAURANT",4712 N SHERIDAN RD ,CHICAGO,IL
2022089.0,TURKISH CUISINE,2546-2548 W PETERSON AVE ,CHICAGO,IL
2496690.0,JENNIVEE'S BAKERY,3301 N SHEFFIELD AVE ,CHICAGO,IL
2152859.0,Billy Sunday,3143 W LOGAN BLVD ,CHICAGO,IL
2437219.0,"FALAFEL DREAM, INC.",3950 N HARLEM AVE ,CHICAGO,IL
1243198.0,MURASAKI,211 E ONTARIO ST ,CHICAGO,IL
2314518.0,TROPHY ROOM,170 W ONTARIO ST ,CHICAGO,IL
1645699.0,DUNKIN DONUTS/BASKIN ROBBINS,909 W WASHINGTON BLVD ,CHICAGO,IL
1926624.0,TACO BELL,6622 W FULLERTON AVE ,CHICAGO,IL
2470706.0,CAFE #10,2625 N HARLEM AVE ,CHICAGO,IL
1493582.0,DUNKIN DONUTS / BASKIN ROBBINS,4821 N KEDZIE AVE ,CHICAGO,IL
2202779.0,TANTA,118 W GRAND AVE ,CHICAGO,IL
2626237.0,KUNG FU WOK RESTAURANT,6249 N MILWAUKEE AVE ,CHICAGO,IL
2358994.0,SUSHI DOKKU,823 W RANDOLPH ST ,CHICAGO,IL
2621938.0,JESS CAFE BELMONT,5819 W BELMONT AVE ,CHICAGO,IL
2617035.0,MARKET CREATIONS,101 N WACKER DR ,CHICAGO,IL
2363516.0,CREPERIA NUEVO LEON,1636-1638 W 18TH ST ,CHICAGO,IL
2626937.0,JESSCAFE,5819 W BELMONT AVE ,CHICAGO,IL
1884173.0,MCDONALD'S RESTAURANTS,144 S WABASH AVE ,CHICAGO,IL
1887555.0,BEST INTENTIONS,3281 W ARMITAGE AVE ,CHICAGO,IL
33554.0,CONN'S CAFE & CATERING INC,1535 W DEVON AVE ,CHICAGO,IL
36122.0,RAJUN CAJUN,1459 E 53RD ST ,CHICAGO,IL
1965180.0,LOCKDOWN,1024 N Western AVE ,CHICAGO,IL
2617036.0,MARKET CREATIONS,101 N WACKER DR ,CHICAGO,IL
2469392.0,BAJO CERO,2300 S KEDZIE AVE ,CHICAGO,IL
2583887.0,INTERSECT COFFEE,1727 W 18TH ST ,CHICAGO,IL
1548267.0,THE FAIRMONT CHICAGO/MILLENIUM ROOM,200 N COLUMBUS DR ,CHICAGO,IL
1383921.0,CONTE DI SAVOIA INC WEST,2227 W TAYLOR ST ,CHICAGO,IL
2522071.0,IRIE ISLAND,1442 W 103RD ST ,CHICAGO,IL
2368974.0,BURGER KING #1455,1401 W FULLERTON AVE ,CHICAGO,IL
2621319.0,LA AMISTAD INC.,1914 W MONTROSE AVE ,CHICAGO,IL
1044933.0,FRANCESCA'S BRYN MAWR,1039 W BRYN MAWR AVE ,CHICAGO,IL
2385764.0,CATALINA PIZZERIA,5337 W BELMONT AVE ,CHICAGO,IL
1548445.0,STARBUCKS COFFEE #8972,42 E CHICAGO AVE ,CHICAGO,IL
24870.0,AMATO'S PIZZERIA,1737 N HARLEM AVE ,CHICAGO,IL
2419192.0,HAMBURGER HEAVEN,3001 S ARCHER AVE ,CHICAGO,IL
2622192.0,REAL GOOD STUFF CO.,701 N WELLS ST ,CHICAGO,IL
2622951.0,FRIDA'S PIZZA CORPORATION,5337 W BELMONT AVE ,CHICAGO,IL
2355187.0,ST. REST COUNTRY KITCHEN,727 E 87TH ST ,CHICAGO,IL
2601849.0,SHARKS FISH AND GRILL,5053 W DIVISION ST ,CHICAGO,IL
2617180.0,BAYAN KO,1810 W MONTROSE AVE ,CHICAGO,IL
2622587.0,"LEO'S FAST FOOD, INC.",2751 W 47TH ST ,CHICAGO,IL
2262294.0,LEE'S WOK,5808 W NORTH AVE ,CHICAGO,IL
1620340.0,"FIRST SLICE, LLC",4401 N RAVENSWOOD AVE ,CHICAGO,IL
1923040.0,MANEETHAI RESTAURANT,1546 W CHICAGO AVE ,CHICAGO,IL
2333768.0,JADE PALACE,2551 S KEDZIE AVE ,CHICAGO,IL
2626454.0,CHICAGO HALAL,2233 N LINCOLN AVE ,CHICAGO,IL
1044796.0,CASEY MORAN,3660-3662 N CLARK ST ,CHICAGO,IL
1139359.0,REVOLVER,3759 N DAMEN AVE ,CHICAGO,IL
2156904.0,KAI ZAN,2557 W CHICAGO AVE ,CHICAGO,IL
2328131.0,TURTLES,238 W 33RD ST ,CHICAGO,IL
1272499.0,BIJAN BISTRO,661-663 N STATE ST ,CHICAGO,IL
2542419.0,"CARIBBEAN JERK PALACE II, CORPORATION",283 N PULASKI RD ,CHICAGO,IL
36890.0,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST ,CHICAGO,IL
2549802.0,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST ,CHICAGO,IL
2432253.0,GRIDDLE 24,334 W CHICAGO AVE ,CHICAGO,IL
2020848.0,DUNKIN DONUTS,105 W MADISON ST ,CHICAGO,IL
2528403.0,KNEAD,2101 W NORTH AVE ,CHICAGO,IL
2551022.0,MCDONALD'S #6113,6900 S LAFAYETTE AVE ,CHICAGO,IL
2334343.0,FROYO CHICAGO CORPORATION,233 N MICHIGAN AVE ,CHICAGO,IL
2622890.0,MARISCOS  LA PLAYA INC,2880 W CERMAK RD ,CHICAGO,IL
2284160.0,STERLING BAY COMPANIES,1040 W RANDOLPH ST ,CHICAGO,IL
2134095.0,REVOLUTION STEAK HOUSE,3443-3455 N BROADWAY ,CHICAGO,IL
2021552.0,Pizzeria Serio Company,1708 W BELMONT AVE ,CHICAGO,IL
2609625.0,ELECTRIC MUD COFFEE BAR,1856 N WESTERN AVE ,CHICAGO,IL
1277068.0,STARBUCKS COFFEE #2527,1001 W MADISON ST ,CHICAGO,IL
2626603.0,CARIBBEAN JERK PALACE III LLC,10318 S HALSTED ST ,CHICAGO,IL
2245426.0,ANTOJITOS MAJICOS LA MICHOACAN,3540 W LAWRENCE AVE ,CHICAGO,IL
2133991.0,FABCAKES,714 N WELLS ,CHICAGO,IL
653.0,ZIEMEK CORP.,5368 N MILWAUKEE AVE ,CHICAGO,IL
2575509.0,BIBLIOPHILE,1644 E 53RD ST ,CHICAGO,IL
2221134.0,HOAGY HOUSE,7116 S YATES BLVD ,CHICAGO,IL
1249650.0,ARAMARK@ LOYOLA SIMPSON  RESIDENTIAL,6333 N WINTHROP AVE ,CHICAGO,IL
2397411.0,TAQUERIA VARGAS,7152 N CALIFORNIA AVE ,CHICAGO,IL
2575508.0,BIBLIOPHILE,1644 E 53RD ST ,CHICAGO,IL
2529757.0,Rizzo's Bar & Inn,3658 N CLARK ST ,CHICAGO,IL
2615716.0,LIMITLESS COFFEE & TEA,150 N MICHIGAN AVE ,CHICAGO,IL
2385624.0,NINVEH CAFE,5801 N LINCOLN AVE ,CHICAGO,IL
1473196.0,TOM LEE'S CHOP SUEY,4660 N WESTERN AVE ,CHICAGO,IL
1916223.0,NUTS ON CLARK,11601 W TOUHY AVE ,CHICAGO,IL
78302.0,EL ALEGRE BURRITO,7193 W GRAND AVE ,CHICAGO,IL
2384910.0,CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,CHICAGO,IL
1891876.0,GAYLORD INDIA RESTAURANT,100 E WALTON ST ,CHICAGO,IL
2522532.0,YAQUIDIOS RESTAURANT,3225 N HARLEM AVE ,CHICAGO,IL
2412562.0,BOW  TRUSS,190 S LA SALLE ST ,CHICAGO,IL
2354123.0,PORK SHOPPE,5721-5723 N CLARK ST ,CHICAGO,IL
2391383.0,"BOTTLED BLONDE CHICAGO, LLC",504 N WELLS ST ,CHICAGO,IL
2616874.0,LEONA'S PIZZA,9156 S STONY ISLAND AVE ,CHICAGO,IL
1891876.0,GAYLORD INDIA RESTAURANT,100 E WALTON ST ,CHICAGO,IL
2313867.0,LEONA'S RESTAURANT,9156 S STONY ISLAND AVE ,CHICAGO,IL
2121162.0,MARY'S BAR B QUE INC.,606 S PULASKI RD ,CHICAGO,IL
2152299.0,NOODLES AND COMPANY,47 S CLARK ST ,CHICAGO,IL
18234.0,"JOE'S BARBQUE, INC",4900 W MADISON ST ,CHICAGO,IL
22709.0,ILLINOIS BAR & GRILL INC,4135 W 47TH ST ,CHICAGO,IL
2601077.0,D' CANDELA,3447-3449 W IRVING PARK RD ,CHICAGO,IL
1803230.0,BQ AFROROOT CUISINE,4701 N KENMORE AVE ,CHICAGO,IL
2626370.0,DUNKIN DONUTS,1745 N SHEFFIELD AVE ,CHICAGO,IL
2564396.0,LA MEJIKANA,1820 S ASHLAND AVE ,CHICAGO,IL
2115332.0,DIAMANTE  AZUL  RESTAURANT,5661 N CLARK ST ,CHICAGO,IL
2622620.0,DEPARTMENT OF COFFEE AND SOCIAL AFFAIRS,190 S LA SALLE ST ,CHICAGO,IL
2424044.0,M.W. PRINCE HALL GRAND LODGE,809 E 42ND PL ,CHICAGO,IL
2492239.0,LO'S CHINA KITCHEN INC.,2800 W IRVING PARK RD ,CHICAGO,IL
1649503.0,LAS ISLAS MARIAS,6560 W FULLERTON AVE ,CHICAGO,IL
2464560.0,BLVD CHICAGO,817-819 W LAKE ST ,CHICAGO,IL
2177289.0,CHECKERS DRIVE-IN RESTAURANTS,5451 S WENTWORTH AVE ,CHICAGO,IL
70743.0,GATEWAY FOUNDATION-KEDZIE CENT,1706 N KEDZIE AVE ,CHICAGO,IL
2548954.0,KAMEYA RAMEN,604 W BELMONT AVE ,CHICAGO,IL
1771904.0,SUBWAY,5630 W ROOSEVELT RD ,CHICAGO,IL
2354123.0,PORK SHOPPE,5721-5723 N CLARK ST ,CHICAGO,IL
26877.0,VIVO RESTAURANT,838 W RANDOLPH ST ,CHICAGO,IL
2522532.0,YAQUIDIOS RESTAURANT,3225 N HARLEM AVE ,CHICAGO,IL
2374778.0,COCOA & CO,1651 N WELLS ST ,CHICAGO,IL
2626345.0,CHURRO FACTORY,5642-5644 W 63RD ST ,CHICAGO,IL
2616875.0,LEONA'S PIZZA,9156 S STONY ISLAND AVE ,CHICAGO,IL
2565060.0,SIAMKRUNGTHEP INC./Krung Thep Thai Cuisine,3205 N HALSTED ST ,CHICAGO,IL
2412562.0,BOW  TRUSS,190 S LA SALLE ST ,CHICAGO,IL
2583575.0,HOTEL JULIAN,168 N MICHIGAN AVE ,CHICAGO,IL
2583576.0,HOTEL JULIAN,168 N MICHIGAN AVE ,CHICAGO,IL
2583578.0,HOTEL JULIAN,168 N MICHIGAN AVE ,CHICAGO,IL
2626538.0,DUNKIN' DONUTS,1801 W JACKSON BLVD ,CHICAGO,IL
2563522.0,DUNKIN DONUTS,1801 W JACKSON BLVD ,CHICAGO,IL
1444299.0,BACCI CAFE AND PIZZERIA ON MILAUKEE AVE. INC.,4367 N MILWAUKEE AVE ,CHICAGO,IL
2622530.0,EDIBLE ARRANGEMENTS,1465 E HYDE PARK BLVD ,CHICAGO,IL
1942424.0,ANONG INC.,2532 N CALIFORNIA AVE ,CHICAGO,IL
2458129.0,ELSKE,1350 W RANDOLPH ST ,CHICAGO,IL
2037766.0,S@KURA,2507 W FULLERTON AVE ,CHICAGO,IL
2616292.0,THE SOUL CAFE,5607 S RACINE AVE ,CHICAGO,IL
2626476.0,"RENA'S  FUDGE SHOPS, INC./BLOCK 37 STARBUCKS",108 N STATE ST ,CHICAGO,IL
2559869.0,TAQUERIA VARITAS,700 E 47TH ST ,CHICAGO,IL
2626306.0,LANDBIRDS,2532 N CALIFORNIA AVE ,CHICAGO,IL
1868273.0,GOOD TO GO JAMAICAN CUISINE LLC,1945-1947 W HOWARD ST ,CHICAGO,IL
1193659.0,McDonald's Restaurant,5015 W MADISON ST ,CHICAGO,IL
2569926.0,ODYSSEY CRUISES,455 N CITYFRONT PLAZA DR ,CHICAGO,IL
2269661.0,VILLAINS CHICAGO,730 S CLARK ST ,CHICAGO,IL
2283310.0,BURGER KING 19467,18 W JACKSON BLVD ,CHICAGO,IL
1069776.0,LUXBAR,18-20 E BELLEVUE PL ,CHICAGO,IL
2458839.0,TUCO & BLONDIE,3356-3358 N SOUTHPORT AVE ,CHICAGO,IL
1869712.0,7-ELEVEN #33908A,451 N STATE ST ,CHICAGO,IL
2551501.0,TBD,6576-6590 N SHERIDAN ,CHICAGO,IL
34190.0,CHILI'S T - 3,11601 W TOUHY AVE ,CHICAGO,IL
1596630.0,ARBYS,100 W RANDOLPH ST ,CHICAGO,IL
1488400.0,LOS CANTARITOS,13343 S BALTIMORE AVE ,CHICAGO,IL
2246713.0,CHEZ SIMO,1968 W LAWRENCE AVE ,CHICAGO,IL
2569868.0,HUARACHES & QUESADILLAS MAMA QUINA,3445 W 51ST ST ,CHICAGO,IL
2079896.0,LA COLOMBE,955 W RANDOLPH ST ,CHICAGO,IL
2626471.0,PIL8EN,1519 W 18TH ST ,CHICAGO,IL
2543388.0,HAROLDS CHICKEN WEST LOOP 47,1505 W MADISON ST ,CHICAGO,IL
2616864.0,LEONA'S   PIZZA,3877 N ELSTON AVE ,CHICAGO,IL
1442816.0,WELLS ON WELLS,1617 N WELLS ST ,CHICAGO,IL
2293964.0,SU TAQUERIA EL REY DEL TACO,7138-7140 N CLARK ST ,CHICAGO,IL
2289051.0,ERICK'S TACOS,1967-1969 W LAWRENCE AVE ,CHICAGO,IL
2578419.0,JOE & THE JUICE NORTH WELLS,412 N WELLS ST ,CHICAGO,IL
2368161.0,BAD HUNTER,802 W RANDOLPH ST ,CHICAGO,IL
83774.0,THAI VALLEY RESTAURANT,4600 N KEDZIE AVE ,CHICAGO,IL
80711.0,NACIONAL 27/TALLBOY TACO,325 W HURON ST ,CHICAGO,IL
2320481.0,JOE'S CARNICERIA INC.,2459 S MILLARD AVE ,CHICAGO,IL
2622632.0,BABA'S HALAL FAMOUS STEAKS & LEMONADE INC,344 N LARAMIE AVE ,CHICAGO,IL
2551502.0,TBD,6576-6590 N SHERIDAN ,CHICAGO,IL
2195981.0,Kim Long Restaurant,5114 W Fullerton AVE ,CHICAGO,IL
2560420.0,PAZZO'S,825 S STATE ST ,CHICAGO,IL
2386062.0,JET'S PIZZA,1805 N HARLEM AVE ,CHICAGO,IL
1869514.0,LITTLE CAESAR PIZZA,3337 W NORTH AVE ,CHICAGO,IL
2142220.0,STARBUCKS COFFEE,1003-1005 N RUSH ST ,CHICAGO,IL
2616863.0,LEONA'S   PIZZA,3877 N ELSTON AVE ,CHICAGO,IL
1954028.0,PELAGO,201 E DELAWARE PL ,CHICAGO,IL
2492057.0,PIZZA STUDIO,251 E HURON ST ,CHICAGO,IL
2158281.0,5411 EMPANADAS,2850 N CLARK ST ,CHICAGO,IL
1801271.0,FINLEY MAHONY'S,3701 N BROADWAY ,CHICAGO,IL
2617225.0,"67TH ST MARKET, INC.",1556 W MARQUETTE RD ,CHICAGO,IL
2506705.0,REAL GOOD JUICE CO.,3548 N SOUTHPORT AVE ,CHICAGO,IL
2341056.0,PAPA JOHN'S PIZZA,3927 N LINCOLN AVE ,CHICAGO,IL
2517534.0,BIG BOSS,2520 S HALSTED ST ,CHICAGO,IL
2574720.0,SEASHELL RESTAURANTS,601 E 79TH ST ,CHICAGO,IL
2621362.0,LEFT COAST FOOD + JUICE,151 N FRANKLIN ST ,CHICAGO,IL
51686.0,COCHIAROS PIZZA #4,3555 N CENTRAL AVE ,CHICAGO,IL
2501231.0,FRUVE EXPRESS JUICERY,1108 W MADISON ST ,CHICAGO,IL
17498.0,SPIAGGIA/CAFE SPIAGGIA,980 N MICHIGAN AVE ,CHICAGO,IL
2523066.0,"SAORY RESTAURANT, INC",2700 S TRUMBULL AVE ,CHICAGO,IL
2621867.0,SIAM  TREASURE,7152 N HARLEM AVE ,CHICAGO,IL
833.0,STEVE'S LOUNGE,13200 S BALTIMORE AVE ,CHICAGO,IL
17500.0,SPIAGGIA PRIVATE DINING ROOMS,980 N MICHIGAN AVE ,CHICAGO,IL
2579218.0,DIVINE SWEETS,1811 W 63RD ST ,CHICAGO,IL
37844.0,TWISTED SPOKE,501 N OGDEN AVE ,CHICAGO,IL
1817894.0,JESS CAFE,5819 W BELMONT AVE ,CHICAGO,IL
2341067.0,TAQUERIA 5 DE MAYO,2415 W MONTROSE AVE ,CHICAGO,IL
1382290.0,CHIPOTLE MEXICAN GRILL,1733 N DAMEN AVE ,CHICAGO,IL
2446916.0,NAPLES PIZZA,4300 S WESTERN AVE ,CHICAGO,IL
2487689.0,SANDWICHED,1863 N CLYBOURN AVE ,CHICAGO,IL
2146537.0,THE ORIGINAL SOUL VEGETARIAN,203-205 E 75TH ST ,CHICAGO,IL
2158493.0,Paleteria Lindo Michoacan 2,5246 W Fullerton AVE ,CHICAGO,IL
2595986.0,SUBWAY,8 W OHIO ST ,CHICAGO,IL
1242757.0,TAQUERIA AMIGO CHINO,5601 W IRVING PARK RD ,CHICAGO,IL
3528.0,MR BEEF,666 N ORLEANS ST ,CHICAGO,IL
1969396.0,LANS,1507 N SEDGWICK ST ,CHICAGO,IL
2245391.0,PROTEIN BAR,251 E HURON ST ,CHICAGO,IL
2511274.0,DUNKIN DONUTS,5700 S CICERO AVE ,CHICAGO,IL
17464.0,TAO CHICAGO,632 N DEARBORN ST ,CHICAGO,IL
1168258.0,THE BEER BISTRO,1061 W MADISON ST ,CHICAGO,IL
2621303.0,CAFE EL MESON 2,6624 N CLARK ST ,CHICAGO,IL
2442931.0,GIANT,3209 W ARMITAGE AVE ,CHICAGO,IL
2622576.0,VAL'S KOSHER KITCHEN (CW),819 S PULASKI RD ,CHICAGO,IL
2602169.0,SIRI INDIAN RESTAURANT,1520 W TAYLOR ST ,CHICAGO,IL
2418389.0,NEVERIA Y PALETERIA LA MICHOACANA JUGOLANDIA INC.,5106 S ARCHER AVE ,CHICAGO,IL
1798044.0,LUCKY VITO'S PIZZERIA,1948 N KIMBALL AVE ,CHICAGO,IL
1380398.0,COZY CORNER DINER & PANCAKE HOUSE,4356 W DIVERSEY AVE ,CHICAGO,IL
2349545.0,MCDONALDS,3241 W PETERSON AVE ,CHICAGO,IL
2542080.0,MCDONALD,2635 N CLARK ST ,CHICAGO,IL
34217.0,"HOST INTERNATIONAL, INC",11601 W TOUHY AVE ,CHICAGO,IL
34229.0,Starbucks,11601 W TOUHY AVE ,CHICAGO,IL
18779.0,The Original Pancake House,22 E BELLEVUE PL ,CHICAGO,IL
2163614.0,PLENTY CHINESE RESTAURANT,2002 W MONTROSE AVE ,CHICAGO,IL
2348465.0,TAQUERIA NUEVO JALISCO,4011 W ARMITAGE AVE ,CHICAGO,IL
2564888.0,"INES RESTAURANTE, CORP.",4933 S ASHLAND AVE ,CHICAGO,IL
2528409.0,SUBWAY,6044 S WESTERN AVE ,CHICAGO,IL
1276185.0,TARGET - STORE T-1488,8560 S COTTAGE GROVE AVE ,CHICAGO,IL
2542896.0,DECOLORES RESTAURANT,1626 S HALSTED ST ,CHICAGO,IL
2363294.0,NANDO'S PERI PERI,949-953 W RANDOLPH ST ,CHICAGO,IL
1845262.0,WOW BAO,1 W WACKER DR ,CHICAGO,IL
2510693.0,DO-RITE DONUTS,181 N MORGAN ST ,CHICAGO,IL
1767598.0,STARBUCKS COFFEE #9757,1101 S CANAL ST ,CHICAGO,IL
2609228.0,HIRO SUSHI AND DESSERT BAR,1453 E 53RD ST ,CHICAGO,IL
2583288.0,DUNKIN DONUTS/BASKIN ROBBINS,7450 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL
2432721.0,EUREST DINING,930 W EVERGREEN AVE ,CHICAGO,IL
2601031.0,FRITZY'S OF LINCOLN PARK,723 W ARMITAGE AVE ,CHICAGO,IL
1927736.0,TAPAS VALENCIA,1530 S STATE ST ,CHICAGO,IL
9523.0,RISTORANTE AGOSTINO,2817 N HARLEM AVE ,CHICAGO,IL
32709.0,SIGNATURE ROOM AT THE 95TH,875 N MICHIGAN AVE ,CHICAGO,IL
2284377.0,JENI'S SPLENDID ICE CREAMS,3404 N SOUTHPORT AVE ,CHICAGO,IL
2438195.0,KFC Y300080,5230 W MADISON ST ,CHICAGO,IL
1489731.0,VIAGGIO,1330 W MADISON ST ,CHICAGO,IL
1875095.0,CAMERON'S ICE CREAM & GRILL,1401 W DIVERSEY PKWY ,CHICAGO,IL
1802415.0,BERNIE'S,3664 N CLARK ST ,CHICAGO,IL
1959502.0,All Style Buffet,4305 S Pulaski RD ,CHICAGO,IL
2551030.0,MCDONALD'S #10720,7832 S WESTERN AVE ,CHICAGO,IL
2419455.0,THE JIBARITO STOP,1646 W 18TH ST ,CHICAGO,IL
2093683.0,SUBWAY #51581,29 W LAKE ST ,CHICAGO,IL
1718041.0,RUTH'S CHRIS STEAK HOUSE,431 N DEARBORN ST ,CHICAGO,IL
2452369.0,AROY THAI RESTAURANT,4654 N DAMEN AVE ,CHICAGO,IL
2252421.0,ANTHONY D'S GRILL,554-556 N CICERO AVE ,CHICAGO,IL
79650.0,HONG KONG DELIGHT IV,327 E 35TH ST ,CHICAGO,IL
59297.0,THE PERFECT CUP INC,4700 N DAMEN AVE ,CHICAGO,IL
1717263.0,"FIREHOUSE OF DAN RYAN, INC.",100 W 87TH ST ,CHICAGO,IL
39192.0,THE MAYFIELD  INC,6072 S ARCHER AVE ,CHICAGO,IL
2511702.0,CAPITAL ONE - CAFE,3435 N SOUTHPORT AVE ,CHICAGO,IL
2452511.0,KITE STRING CANTINA,1851 W ADDISON ST ,CHICAGO,IL
2203025.0,GRK GREEK KITCHEN,251 E HURON ST ,CHICAGO,IL
2391786.0,JOURNEY INTO FITNESS,3035-3037 W 111TH ST ST ,CHICAGO,IL
1803943.0,MACELLO RISTORANTE,1235-1237 W LAKE ST ,CHICAGO,IL
2363040.0,PIZANO'S,61-65 E MADISON ST ,CHICAGO,IL
2437446.0,TAQUERIA EL TAQUIN,13307 S BRANDON AVE ,CHICAGO,IL
50037.0,IHOP,3760 N HALSTED ST ,CHICAGO,IL
2432280.0,PAPA SANTIAGOS PIZZERIA,4045 W 47TH ST ,CHICAGO,IL
2622681.0,MOBIL GAS AND FOOD MART,7201 N CLARK ST ,CHICAGO,IL
1597233.0,LA FRANCE BAKERY,5405 S KEDZIE AVE ,CHICAGO,IL
2623062.0,NINE ONE ONE BBQ SHACK LLC,2734 W 111TH ST ,CHICAGO,IL
2293923.0,EL CONDE S.A.,5141 S KEDZIE AVE ,CHICAGO,IL
2098829.0,M BURGER,100 W RANDOLPH ST ,CHICAGO,IL
1443483.0,GOLDEN HOUSE RESTAURANT,4742-4744 N RACINE AVE ,CHICAGO,IL
2432990.0,CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,CHICAGO,IL
2469362.0,THE CAFE CHICAGO,2144 W VAN BUREN ,CHICAGO,IL
2446363.0,GRILL 87,1635 1/2 E 87TH ST ,CHICAGO,IL
1969808.0,ROYAL COFFEE,6764 N SHERIDAN RD ,CHICAGO,IL
64774.0,SIAM TREASURE RESTAURANT,7152 N HARLEM AVE ,CHICAGO,IL
1337457.0,BON APPETIT MANAGEMENT CO,111 S MICHIGAN AVE ,CHICAGO,IL
2172641.0,MACLEAN CENTER CAFE,112 S MICHIGAN AVE ,CHICAGO,IL
9278.0,SHAW'S CRAB HOUSE,21 E HUBBARD ST ,CHICAGO,IL
2470591.0,HAVEN,930-932 E 43RD ST ,CHICAGO,IL
2622668.0,LOUISIANA FRIED CHICKEN,1554 W MARQUETTE RD ,CHICAGO,IL
80290.0,DYLAN'S TAVERN & GRILL,118 S CLINTON ST ,CHICAGO,IL
2548796.0,EDDIE CAFE INC.,4807 N SPAULDING AVE ,CHICAGO,IL
2575269.0,"HAPPY CAFE OF CHICAGO, INC",2351 S WENTWORTH AVE ,CHICAGO,IL
1170990.0,SEE THRU CHINESE KITCHEN,4318 S ASHLAND AVE ,CHICAGO,IL
2551920.0,MARISCOS LUIS-ITO,4225 W 47TH ST ,CHICAGO,IL
2616869.0,LEONA'S PIZZA,6935 N SHERIDAN RD ,CHICAGO,IL
2542752.0,WINGSTOP,3720 N BROADWAY ,CHICAGO,IL
2622051.0,CMM FOOD SERVICES,6301 S HALSTED ST ,CHICAGO,IL
2094580.0,AU BON PAIN,222 W MERCHANDISE MART PLZ ,CHICAGO,IL
2463164.0,2015 SEE THRU CHINESE KITCHEN,609 E 79TH ST ,CHICAGO,IL
1647385.0,MART ANTHONY,1200 W HUBBARD ST ,CHICAGO,IL
2446821.0,THE LITTLE BEET TABLE,845-847 N STATE ST ,CHICAGO,IL
2470592.0,HAVEN,930-932 E 43RD ST ,CHICAGO,IL
2446245.0,CODA DI VOLPE,3335 N SOUTHPORT AVE ,CHICAGO,IL
1593965.0,MCDONALD'S,4158 S ASHLAND AVE ,CHICAGO,IL
1042276.0,SUBWAY SANDWICH SHOP,2809 N ASHLAND AVE ,CHICAGO,IL
1092160.0,RISE RESTAURANT,3401 N SOUTHPORT AVE ,CHICAGO,IL
2583657.0,LIGHTHOUSE CLARK LLC,2026 S CLARK ST ,CHICAGO,IL
2189423.0,PALACE CAFE,8114 S STONY ISLAND AVE ,CHICAGO,IL
2622878.0,McDonald's,4158 S ASHLAND AVE ,CHICAGO,IL
2550635.0,FRENTE AL SOL,4622 S KEDZIE AVE ,CHICAGO,IL
3896.0,OBBIES PIZZA INC,6654 W ARCHER AVE ,CHICAGO,IL
2234204.0,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,1954 N HALSTED ST ,CHICAGO,IL
2548796.0,EDDIE CAFE INC.,4807 N SPAULDING AVE ,CHICAGO,IL
2308071.0,FAST BURRITO,3414 W IRVING PARK RD ,CHICAGO,IL
1479396.0,THE KERRYMAN,661 N CLARK ST ,CHICAGO,IL
2349196.0,GYU-KAKU RESTAURANT,1364 W RANDOLPH ST ,CHICAGO,IL
1915111.0,HAVANA GRILL,412 N CLARK ST ,CHICAGO,IL
1884390.0,DANA HOTEL AND SPA,2 W ERIE ST ,CHICAGO,IL
2590205.0,NO BONES BEACH CLUB,1943-1945 W NORTH AVE ,CHICAGO,IL
