license_no,yelp_id,inspection_name,inspection_address,yelp_name,yelp_address
2636557.0,-64Weew7ELLO8lEKExD38A,PHILLY BROS,734 W FULLERTON AVE ,Philly Bros,734 W Fullerton Ave
64463.0,XLDQKw0ge95VLQsmHwOWYg,ROCKY'S TACOS,7043 N CLARK ST ,Rocky's Tacos,7043 N Clark St
2055430.0,IBSz1t07gm4LETNqBvhfGg,SARPINO'S PIZZERIA,4830 N PULASKI RD ,Sarpino's Pizzeria,4830 N Pulaski Rd
2528538.0,Zle1G4Iv9gom3jbtfnQ1hw,GIORDANO'S PIZZA,1401 W 18TH ST ,Giordano's,1401 W 18th St
1141451.0,0,ARAMARK @ INFORMATION RESOURCES,150 N CLINTON ST ,,
2304448.0,5OhatEA7e3NyUPMTbU_EAA,EVERYBODY'S COFFEE,935-937 W WILSON AVE ,Everybody's Coffee,935 W Wilson Ave
12280.0,cpeQw4q8RiGR1FX4g2hVCw,"EAST OF THE RYAN,INC",914 E 79TH ST ,East of the Ryan,914 E 79th St
2055430.0,IBSz1t07gm4LETNqBvhfGg,SARPINO'S PIZZERIA,4830 N PULASKI RD ,Sarpino's Pizzeria,4830 N Pulaski Rd
2398344.0,Zle1G4Iv9gom3jbtfnQ1hw,GIORDANO'S PIZZA,1401 W 18TH ST ,Giordano's,1401 W 18th St
56159.0,DffKWL1l1wnmLA4RIdrWhQ,MULLEN'S BAR & GRILL,7301 N WESTERN AVE ,Mullen's Bar & Grill,7301 N Western Ave
2663719.0,IBSz1t07gm4LETNqBvhfGg,CANAAN PIZA INC/SARPINO'S PIZZA,4830 N PULASKI RD ,Sarpino's Pizzeria,4830 N Pulaski Rd
2222204.0,RyP97ONsO612MeIQfzhmoA,NEPAL HOUSE,1301 S Michigan AVE ,Nepal House Indian & Nepalese,1301 S Michigan Ave
1273737.0,0,RESTAURANT EL RANCHITO,5959 W GRAND AVE ,,
2549956.0,0,TAQUERIA CHIMINO,5245 W FULLERTON AVE ,,
2129684.0,cvPm6xaeVni1_jzYUSta0Q,TOP DOG II,3961 W IRVING PARK RD ,Top Dog II,3961 W Irving Park Rd
2405628.0,LeX8vn9na4Qro71xcnqztg,DUNKIN DONUTS & BASKIN ROBBINS,3214 W 87TH ST ,Dunkin' Donuts,3214 W 87th St
2636552.0,0,ROOH CHICAGO,736 W RANDOLPH ST ,,
1194922.0,TCnRHh40_HxhHj0Xz6XK9A,PIZZERIA DUE,619 N WABASH AVE ,Pizzeria Due,619 N Wabash Ave
1797882.0,iN2CzjHXcbvb5mXxmjFMEw,MARINERO BAR AND GRILL,2916 W IRVING PARK RD ,Marinero Bar and Grill,2916 W Irving Park Rd
2458479.0,pglLq_8c2grcKez_wX8WPw,RYUU ASIAN BBQ,2766 N MILWAUKEE AVE ,RYUU Asian BBQ & Sushi,2766 N Milwaukee Ave
2120493.0,rgaoVm01HFYC292weFuTXA,GOOSEFOOT,2656 W Lawrence AVE ,Goosefoot,2656 W Lawrence Ave
2664140.0,rEfSE4uXzMrRcbdUu8HGeg,PALETERIA LINDO MICHOACAN,5245 W FULLERTON AVE ,Paleteria Lindo Michoacan,5246 W Fullerton Ave
2636553.0,0,ROOH CHICAGO,736 W RANDOLPH ST ,,
2229492.0,akuRFupr264BwEe-NyBErw,AU BON PAIN,251 E HURON ST ,Au Bon Pain,251 E Huron Ave
2631929.0,JgdQlqkP0cUq9Bq4_iSTPQ,DONA NATYS TACOS,1815 W CHICAGO AVE ,Dona Naty's Tacos,1815 W Chicago Ave
39259.0,3aoCOA9tc3Nhi2swyhR-1Q,"BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.",738 W FULLERTON PKWY ,Bourgeois Pig Cafe,738 W Fullerton Ave
44701.0,oGYq7TFSrokJ_1V2qsrU7g,TIFFIN,2536 W DEVON AVE ,Tiffin,2536 W Devon Ave
2517829.0,Dm2SP2JLj43goqygK9oD6g,SMOKE FILLED ROOM,3359 W 79TH ST ,Smoke Filled Room,3359 W 79th St
2658946.0,0,J AND L FOOD SERVICE,1639 W WALNUT ST BLDG  1ST/2ND,,
2501184.0,RvpAs2BDS6cD-uYmCTsFyg,KING PHO PLUS,5414-5416 W DEVON AVE ,King Pho,5414 W Devon Ave
2658945.0,0,J AND L FOOD SERVICE,1639 W WALNUT ST BLDG  1ST/2ND,,
2263388.0,idctZZL3KA8MUfz-QjGG6w,THAI PASTRY RESTAURANT,4925 N BROADWAY ,Thai Pastry & Restaurant,4925 N Broadway St
2308390.0,T02PCDlYz99kuSNatLaDQg,LE PAIN QUOTIDIEN,135 N CLINTON ,Le Pain Quotidien,135 N Clinton St
2663727.0,mYVxWajAIXQY1NgX2y6Z7w,"ICE Q, INC.",3308 N WESTERN AVE ,Ice Q Ice Cream Shop,3308 N Western Ave
2583730.0,IBSz1t07gm4LETNqBvhfGg,SARPINO'S ALBANY PARK,4830 N PULASKI RD ,Sarpino's Pizzeria,4830 N Pulaski Rd
31079.0,3vuxX7853nG0QWj-ljOyDA,THE GRINGO,1202 W GRAND AVE ,The Gringo,1202 W Grand Ave
2641534.0,0,OCEAN SUSHI,5437 N LINCOLN ,,
2535283.0,1L6xcP1DXrQOQS8w4mPqTQ,WENDY'S 11743,145 S WESTERN AVE ,Wendy's,145 S Western Ave
1446432.0,MpizpbqzHzm2lKTOj1TNXA,DUNKIN DONUTS & BASKIN ROBINS,3977 W COLUMBUS AVE ,Dunkin' Donuts,3977 W Columbus Ave
2589109.0,f4fD6idENn2dfamJLxAYYA,FRANCESCA'S CAFE,852 N DAMEN AVE ,Francesca's Cafe,852 N Damen Ave
51050.0,KTWpTI_C0ZmuTL558aZIFA,EL CHILE RESTAURANT & PANCAKE HOUSE,3038-3040 W MONTROSE AVE ,El Chile Restaurant and Pancake House,3040 W Montrose Ave
2078906.0,0,BEEZEE,424 S WABASH AVE ,,
2099465.0,rmjStZld9wzmS-X-EbmitQ,TOSCANA,5357 N LINCOLN AVE ,Toscana Grill,5357 N Lincoln
17639.0,mwa-ENpIKBn49QocfjL5QA,CZERWONE JABLUSZKO RESTAURANT,6474 N MILWAUKEE AVE ,Red Apple Restaurant,6474 N Milwaukee Ave
2663906.0,chZd5s9cqxTFoR-PgaKWjA,SEE THRU CHINESE KITCHEN,7118 S WESTERN AVE ,See Thru Chinese Kitchen,7118 S Western Ave
2560551.0,AK9QbYuE-Hw3l_iIT0zkJg,DUNKIN DOUGHNUTS,947 W FULLERTON AVE ,Dunkin' Donuts,947 W Fullerton Ave
2663850.0,CfKBvkg4IBSwBNe8dFQtgw,HELIX CAFE,6237 N CLARK ST ,Helix Cafe,6237 N Clark
1959577.0,hBjg4YfoEqEGYXiznf9z7A,Jimmy Johns,520 N OGDEN AVE ,Jimmy John's,520 N Ogden
61757.0,yz-3hfOJYKRnPRBOFPpHqQ,HARMONY RESTAURANT,6525 W ARCHER AVE ,Harmony Restaurant,6525 W Archer Ave
2588772.0,0,BEST SUB #2,2729 W DIVISION ST ,,
2542420.0,lk0yIkYHYBX3hehPLYod4w,MR  SUBMARINE,2900 W 63RD ST ,Mr Submarine,2900 W 63rd St
12540.0,huQtT68CZMp5ogQzhEVvrg,DAPPER'S EAST RESTAURANT,2901 W ADDISON ST ,Dappers East,2901 W Addison St
2616198.0,IrmLQ6_5WgPwVDQsaoRaWg,CRAZY BIRD,1160 W GRAND AVE ,Crazy Bird,1160 West Grand Ave
2564800.0,hVUINnit4I2kR35KFDSNuQ,BIG STAR II,3638-3640 N CLARK ST ,Big Star,3640 N Clark St
2664003.0,HP3zkN0SvoDzQiOdiMAKLw,CHENG CHOPSTICKS,3054 W ARMITAGE AVE ,Cheng Chopsticks,3054 W Armitage Ave
27392.0,CSxzVOGxHYVdaCRiKFLO0g,MOM'S & DAD'S DELI,6345 S CENTRAL AVE ,Mom & Dad's Deli,6345 S Central Ave
2354772.0,HU0YL7Hy98rYW1nrBFk5Qw,EL TACONAZO JR.,4256 W FULLERTON AVE ,El Taconazo,4256 W Fullerton Ave
3595.0,43eT02PoFWavFbxe4FzZzg,EASTERN STYLE PIZZA II LT,2911 W TOUHY AVE ,Eastern Style Pizza,2911 W Touhy Ave
2431903.0,0,OAATO FOODS INC.,7118 N CLARK ST ,,
2360132.0,dVFaT09phIIqPH_ss69I7Q,NEW CHINA BUFFET,3246 W ADDISON ST ,New China Buffet,3246 W Addison St
2564693.0,0,BEST TASTY SUB,3723 W CHICAGO AVE ,,
2013974.0,zqhFTUFLmZgUBknFYGDxLg,AL'S BEEF,601 W ADAMS ST ,Al's Beef,601 W Adams St
18973.0,J9WfLOHSTcXaT_9kz2gq0Q,CONTE DI SAVOIA INC,1438 W TAYLOR ST ,Conte Di Savoia,1438 W Taylor St
24567.0,0,LAILA'S GRAND GAME ROOM INC,7110 W GRAND AVE ,,
1846488.0,wNJGVmjmCDhJ2houJ_wzcg,GIANNA'S PIZZA,1519 E 87TH ST ,Gianna's Pizza,1519 E 87th St
2575261.0,z3duTWqEDWbAWUZ-QYRjRw,ROSATI'S PIZZA OF LINCOLN PARK,953 W DIVERSEY PKWY ,Rosati's Pizza,953 W Diversey Pkwy
2569503.0,LAab4RqlZFrZsuaaxBrLjA,WEST TOWN BAKERY,3626 N CLARK AVE ,West Town Bakery & Tap,3626 N Clark St
1276082.0,Ykiz1UT9SO5u-y8nqDTy4A,FORK,4600-4602 N LINCOLN AVE ,Fork,4600 N Lincoln Ave
2254328.0,mvGXgIcfcK_cuj6FPpwuXw,LA IGUANITA RESTAURANT,3733 S KEDZIE AVE ,La Iguanita,3733 S Kedzie Ave
50905.0,WJ4ItKGo5Ri2OU6inWMwyQ,TOP-NOTCH BEEFBURGER INC,2114-2116 W 95TH ST ,Top Notch Beef Burgers,2116 W 95th St
2652431.0,gi6lCjR1_CN9bE3fxt5k5A,MADDON'S POST,1119 W WAVELAND AVE ,Maddon’s Post,1119 W Waveland Ave
2423951.0,CxGey3vCJxcM20cMzls-0A,ORIENTAL CHOP SUEY,1820 W 95TH ST ,Oriental Chop Suey,1820 W 95th St
2658887.0,bzzLx-UDbYbKg9i0pJf38A,"BEST BBQ HOUSE, INC",2002 S WENTWORTH AVE ,T Tasty House,2002 S Wentworth Ave
2427736.0,jYujZEqc1-KAFnCNTppg2g,POPPIN DOUGH,1235 W 95TH ST ,Poppin Dough,1235 W 95th St
2511023.0,Yy-28Go2ZIE0rq9vaiV1Ew,SUSUPUATO RESTAURANT & TAQUERIA,6161 N BROADWAY ,Susupuato Restaurant & Taqueria,6161 N Broadway St
2657752.0,0,PICOSITO GRILL,3553-3559 E 100TH ST ,,
2659333.0,Yy-28Go2ZIE0rq9vaiV1Ew,SUSUPUATO RESTAURANT,6161 N BROADWAY ,Susupuato Restaurant & Taqueria,6161 N Broadway St
1816453.0,m9rIlVpiHmnxyRJEsVw-Rg,JIMMY JAMM SWEET POTATO PIES ETC,1844 W 95TH ST ,Jimmy Jamm Sweet Potato Pies,1844 W 95th St
2652430.0,gi6lCjR1_CN9bE3fxt5k5A,MADDON'S POST,1119 W WAVELAND AVE ,Maddon’s Post,1119 W Waveland Ave
990.0,5CPMzmua1XTEb-xI9os8ig,FALCO'S PIZZA,2806 W 40TH PL ,Falco's Pizza,2806 W 40th Pl
2385110.0,baYHvf-IX7y4_ejUNnvZXg,TACO BELL 31279,3350 W ROOSEVELT RD ,Taco Bell,3350 W. Roosevelt Rd
6394.0,zI0E_yruu58ea-xq9aHi-w,NUEVO LEON RESTAURANT,3657 W 26TH ST ,Nuevo Leon Restaurant,3657 W 26th St
2522469.0,lMKK_to3ZZ31Ste-ncsJ0Q,SMALL CHEVAL,1345 N WELLS ST ,Small Cheval - Wells,1345 N Wells St
2511483.0,vzyChig_amCYiQ_UPwjdRQ,TAQUERIA EL DORADO,6952 N CLARK ST ,Taqueria El Dorado,6952 N Clark
2652435.0,gi6lCjR1_CN9bE3fxt5k5A,MADDON'S POST,1119 W WAVELAND AVE ,Maddon’s Post,1119 W Waveland Ave
2663945.0,JS1bVJRmADc6SOB-iZ5rhQ,ANDY'S THAI KITCHEN III,950 W DIVERSEY PKWY ,Andy's Thai Kitchen,950 W Diversey Pkwy
2423192.0,4qddUGVd3y3IaHoJ3fFSTA,LA CATEDRAL CAFE,4544 N WESTERN AVE ,La Catedral Cafe & Restaurant,4544 N Western Ave
2092894.0,PNZuQK_q11hMYJpPLAEa-w,I DREAM OF FALAFEL,555 W MONROE ST ,I Dream of Falafel,112 W Monroe St
2428107.0,7iKX4K8w0Jqr0OuzO-AyQA,MCDONALD'S,1443 E 87TH ST ,McDonald's,1443 E 87th St
2054767.0,L1u9eLZwj5nQqsA3eljJPw,BIRRIERIA PATINO OCOTLAN,3813 W 26TH ST ,Birrieria Patinos Ocotlan,3809 W 26th St
2278096.0,1uFRbr6B-BiNGtT90sdk0w,COMMUNITY,4038 N MILWAUKEE AVE ,Community Tavern,4038 N Milwaukee Ave
2483757.0,0,KENTUCKY FRIED CHICKEN,300 E 35TH ST ,,
1575975.0,NMn4KWMdR-DLcRIuwxv2ng,BEST BBQ,1648 W 115TH ST ,Best BBQ,1648 W 115th St
2492176.0,1SliE-xjusfRyADQuiYwiw,PARISSE'S DRIVE IN,6216 W 63RD ST ,Parisi's Drive-In,6216 W 63rd St
2663706.0,s_dEVZ7JUqdGgSqrCMAAig,D'ANARDO'S PIZZA,6535 W 63RD ST ,D'anardo's Pizza,6535 W 63rd St
1226935.0,jlVvQOf4YE3ZO1gMFSAdww,BUONA TERRA RISTORANTE,2535 N CALIFORNIA AVE ,Buona Terra,2535 N California Ave
2084592.0,RQQUQMMEdSLYBzOIPtvVPA,PETE'S  PIZZA & BAKEHOUSE,1100 W GRANVILLE AVE ,Pete's Pizza & Bakehouse,1100 W Granville
2284509.0,MyoiJFBFMrDiqCfLLcc-RA,JOSI'S FROZEN YOGURT CAFE,4032 N MILWAUKEE AVE ,Josi's Frozen Yogurt Cafe,4032 N Milwaukee Ave
14012.0,0,SHRI KRISHNA INC,10401 S WESTERN AVE ,,
2422811.0,1uGrUoIvjajEv-VTcFzLWA,LAO YUNNAN,2109 S CHINA PL ,Lao Yunnan,2109 S China Pl
1192.0,0,SABATINOS INC,4441-4443 W IRVING PARK RD ,,
2578259.0,0,BREWER COFFEE AND CUSTARD,1008 W 79TH ST ,,
1943629.0,763ARZeDvQfhXZvkDlKtFw,DMK BURGER BAR,2954 N SHEFFIELD AVE ,DMK Burger Bar,2954 N Sheffield Ave
2431752.0,UxAbyf8insl_1wxbphOGJA,DUKE'S,5659 N CENTRAL AVE ,Duke's,5659 N Central Ave
2458402.0,KuCt5PnJhEGhDy2KKCgVMg,Earl's BBQ,4835 N AUSTIN AVE ,Earl's BBQ,4835 N Austin
1198093.0,t-uKYGpYfD-69F8m1hlOxA,ANGELO'S PIZZA,3024-3026 W MONTROSE AVE ,Angelo's Pizza,3026 West Montrose Ave
2277942.0,0,MI RANCHITO,5220 S PULASKI RD ,,
1923013.0,4_r4JEyDjmE7U1-kp5tf8w,THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST ,The CrossRoads Bar & Grill,1120 W Madison St
2197134.0,jZLVkiFM1MUBGHgN7kY4-Q,ANN SATHER RESTAURANT GRANVILLE,1145-1147 W GRANVILLE AVE ,Ann Sather Granville,1147 W Granville Ave
1249768.0,xZOtv5pS_O96Sn3UPkBTIQ,MAY MAY GOURMET FOOD INC,210 W 23RD ST ,Gourmet Food,210 W 23rd St
2348608.0,eSJmeMaFydm1_UM57RiV4g,POMP & CIRCUMSTANCE,1400 N WELLS ST ,Pomp & Circumstance,1400 Wells St
1915442.0,_d-XHTJoS6Cw_JnT9_dkRw,LITTLE CAESAR PIZZA #1729,2839 N NARRAGANSETT AVE ,Little Caesars Pizza,2839 Narragansett Ave
2574934.0,pEFUww65RMtMDesY4c4yEQ,DUNKIN DONUTS,4547 N BROADWAY ,Dunkin' Donuts,4547 N Broadway St
2652614.0,0,DAKOTA 94,5304 W Devon AVE ,,
1803353.0,qtBUw8f2IoO4KFENrjgyhQ,DIB SUSHI BAR AND THAI CUISINE,1025 W LAWRENCE AVE ,Dib,1025 W Lawrence Ave
2037952.0,3c7iy3c7F6KM99NQFbkhMg,Subway Restaurant,3025 N PULASKI RD ,Subway,3025 N Pulaski Rd
1166474.0,0,NEW CHINATOWN BAKERY & COFFEE SHOP,1019 1/2 W ARGYLE ST ,,
1893601.0,0,AZTECA de ORO MEXICAN GRILL,3731 N CLARK ST ,,
2617564.0,2Hs_Vcz44okV7qgL6zBZFg,GUY AND THE GOAT,5973 N CLARK ST ,Guy and the Goat,5973 N Clark St
1593938.0,beTKK3Yha8prKyxvTsGNqg,PEACHES,6435-6439 W ARCHER AVE ,Peaches & Pears,6435 W Archer Ave
61314.0,-ZFTAEd0RPA-e8WfAOglyQ,BIRRIERIA REYES DE OCOTLAN,1322 W 18TH ST ,Birrieria Reyes de Ocotlan,1322 W 18th St
2064210.0,WwwLeItKFssp7a9_9OnAPQ,THE PONY INN,1638 W BELMONT AVE ,The Pony Inn,1638 W Belmont Ave
1914170.0,8ogBepUZsGZ5CYuuP5h-dg,SEVEN STAR CHINESE CUISINE,3209 W 47TH PL ,Seven Star,3209 W 47th Pl
2658395.0,vfF4snBFXSxzebcsDjv6Fg,THE BANANA LEAF CORPORATION,1948 E 79TH ST ,The Banana Leaf,1948 E 79th St
2642161.0,0,TAQUERIA EL JEFE LOCO CO.,4646 W CHICAGO AVE ,,
2475804.0,5I9mVLHZupksTqU0BsP9Mw,THE MADISON BAR & KITCHEN,1027 W MADISON ST ,The Madison Bar and Kitchen,1027 W Madison St
2283505.0,A_og6lFgn8pG5jecJuzeUA,MR. WANG,2171 S CHINA PL ,Mr Wang - Traditional Malatang,2171 S China Pl
1352481.0,5tqU8J504L7AMTrXVHCtzw,EL GALLO BRAVO,3909 W BELMONT AVE ,El Gallo Bravo,3909 W Belmont Ave
1987043.0,0,"David Jenson - Personal Chef ,Ltd",1901 S Racine AVE ,,
2652613.0,0,DAKOTA 94,5304 W Devon AVE ,,
2141406.0,D1K-vLXfA5-hppRzVY7q2w,Smoke Daddy,1804-1806 W Division ST ,Smoke Daddy,1804 W Division St
1980309.0,KtGlx_5sbZ4AL_9vLJNm9A,BAKERS SQUARE # 220658,5220 N HARLEM AVE ,Bakers Square,5220 North Harlem Ave
2570136.0,jlnAEW4-Suhd5OylaRYJSw,PANDA CHINA,4042 N NARRAGANSETT AVE ,Panda China,4042 N Narragansett Ave
2452250.0,bsrl5EeDAEtetWLz1fm4yA,BRISTOL LOUNGE/JOHN'S LIQUOR AND DELI,3084-3086 N MILWAUKEE AVE ,Bristol Lounge,3084 N Milwaukee Ave
2488148.0,0,ADMIRAL'S CLUB,11601 W TOUHY AVE ,,
1275144.0,h_fKxtXwqvZx2CZSt8YbmQ,FRIENDSHIP RESTAURANT,2830 N MILWAUKEE AVE ,Friendship Chinese Restaurant,2830 N Milwaukee Ave
2658202.0,0,DDANDAVIS FOOD MART,2054 E 71ST ST ,,
2659213.0,0,BOX LUNCH CAFE,906 S HOMAN AVE ,,
1592351.0,4Rh2Bb8tpSzOxsWt1DuAjQ,"BIG RAYS GRILL, INC.",4653 S HALSTED ST ,Big Ray's Grill,4653 S Halsted St
2152546.0,tzigZFRGht_ktOqh_pgCQg,HOME RUN INN PIZZERIA,10900  S WESTERN AVE ,Home Run Inn Pizza,10900 S Western Ave
2263935.0,tT0lj2G4dgcMFo_uyUotOA,SUBWAY 275,2579 N ELSTON AVE ,Subway,2579 N Elston Ave
1926615.0,hRvvbN85q7r5856PKavveQ,TACO BELL,3143 N MILWAUKEE AVE ,Taco Bell,3143 N Milwaukee Ave
2646104.0,jlnAEW4-Suhd5OylaRYJSw,PANDA CHINA,4042 N NARRAGANSETT AVE ,Panda China,4042 N Narragansett Ave
1543762.0,a0zep1S0xpEhvHGsTVfNTg,POTBELLY SANDWICH WORKS LLC,1459 W TAYLOR ST ,Potbelly Sandwich Shop,1459 W Taylor St
2437078.0,qIexz20O5mJXa7zT7v5Q9A,"LOQUACIOUS CULINARY EVENTS, INC",10018 S WESTERN AVE ,Loquacious Culinary Events,10018 S Western
2446395.0,a5jWre2CCaXMGqFquq-wqg,FRESHII,1166 W MADISON ST ,Freshii,1164 W Madison St
21539.0,QaNr4e16T3MW0li-Um2kGQ,TUSCANY RESTAURANT,1014-1018 W TAYLOR ST ,Tuscany - Taylor,1014 W Taylor St
2152546.0,tzigZFRGht_ktOqh_pgCQg,HOME RUN INN PIZZA EXPRESS IN,10900  S WESTERN AVE ,Home Run Inn Pizza,10900 S Western Ave
2419016.0,DCjO2J5tZiCi96u_-hdtDg,MAD,1140 W MADISON ,MAD Social,1140 W. Madison St
2134452.0,nOnbGSDnro7QG79W1rJEtQ,GUS REMUS,4236 W MADISON ST ,Uncle Remus Chicken & Barbeque,4236 W Madison St
1948417.0,ACFxyRPKEO8avOjE736Gnw,SUBWAY,2756 W 55TH ST ,Subway,2756 W 55th St
81973.0,qWFpQt5Lcyz_kg1UkDDmeQ,TAQUERIA LA OAXAQUENA,3382 N MILWAUKEE AVE ,La Oaxaqueña,3382 N Milwaukee Ave
1798794.0,bq-nQ4u1o5ugKM5VZULZGw,SUBWAY SANDWICHES,1139 W GRANVILLE AVE ,Subway,1139 W Granville Ave
2134785.0,ferE90xYrS8PPR_jR1J_xQ,PALENQUE INC.,2756 W 55TH ST ,Palenque,2756 W 55th St
2223.0,tHVDdPtz8IN3aFDZik33vQ,LITTLE CAESAR PIZZA #1651,3225 W 47TH PL ,Little Caesars Pizza,3225 W. 47Th Place
2428079.0,0,REGGIO'S PIZZA EXPRESS,11601 W TOUHY AVE ,,
2543071.0,UgDwjwn6HkExlbSeIGX0gw,STEINGOLD'S OF CHICAGO,1840 W IRVING  PARK RD ,Steingold's,1840 W Irving Park Rd
2050000.0,5tTM4l24LLlWbk_7Nfp3DA,SUBWAY,1901 W 103RD ST ,Subway,1901 W 103rd St
1225984.0,SWCZ7Y8rjSWbtVdDJ6vC2g,MCDONALD'S RESTAURANT,6125 N MILWAUKEE AVE ,McDonald's,6125 N Milwaukee Ave
1980308.0,tEeO3sbl59UUPem-9ilL9g,BAKERS SQUARE  220185,3649 N HARLEM AVE ,Bakers Square,3649 N Harlem Ave
2631290.0,eyCmipI-A3wOVABvFscHtQ,"WARE RANCH STEAK HOUSE, INC",11147 S MICHIGAN AVE ,Ware Ranch Steak House,11147 S Michigan Ave
2608816.0,4gim1lsytnX8oTb3ELmELQ,HANGRY'S,5000 W FULLERTON AVE ,Hangry's,5000 W Fullerton
2379881.0,VhScSsvXZl6J7j1Vat7ccw,JARABE,2255 W TAYLOR ST ,Jarabe- Mexican Street Food,2255 W Taylor St
2314367.0,IM9oq9HGTt8Q2QLQ2nevYA,BAGELERS COFFEEHOUSE,2461 N LINCOLN AVE ,The Bagelers Coffeehouse,2461 N Lincoln Ave
2350500.0,e2Lrtjx60UZKDYa6OJjYzQ,OUTDOOR GRILL,3265 N MILWAUKEE AVE ,Outdoor Grill,3265 N Milwaukee Ave
2589428.0,NBEEgsYm4h9FzK12j4VfHQ,MINI MOTT,3057 W LOGAN BLVD ,Mini Mott,3057 W Logan Blvd
2556107.0,W4RHwO6zGOzIs_ozpkVaag,HUTCH AMERICAN KITCHEN AND BAR,1477 W WINNEMAC AVE ,Hutch American Kitchen + Bar - Andersonville,1477 W Winnemac Ave
1798497.0,-yxF5ACcdNxTSuPHorT2PQ,ASIAN MIX,3945 N BROADWAY ,Asian Mix Cafe,3945 N Broadway
2262202.0,Y_gVCaoQ6X-YZW_HTP-4gg,D CHILE,3443 W 26TH ST ,D Chile,3443 W 26th St
2601247.0,IqJKz6-IBIbcfUcotMXO8Q,CAFE ISTANBUL,2014 W DIVISION ST ,Cafe Istanbul,2014 W Division St
15193.0,lxD90nOWOSH7k2d_h9Suow,STARDUST,5688 N MILWAUKEE AVE ,Stardust Banquet,5688 N Milwaukee Ave
2120919.0,F2NBch93KPaQdM_x0Fs2VQ,NINI'S GROCERIES,543 N NOBLE ST ,Nini's Deli,543 N Noble St
1716608.0,6rkSVq8PNpkZRxC2N82YGA,RESURRECTION RETIREMENT COMMUNITY,7262 W PETERSON AVE ,Presence Resurrection Retirement Community,7262 W Peterson Ave
46666.0,IvdOI86_CSCRFpid2atnyA,Davanti Enotecca,1359 W TAYLOR ST ,Davanti Enoteca,1359 W Taylor St
2321023.0,0,SUBWAY SANDWICHES,7549-7551 N PAULINA ST ,,
1845721.0,d7wwdOrYBJGxflQ1xKXqyA,"THAI BOWL NOODLE,RICE AND BUBBLE TEA",2410 N LINCOLN AVE ,Thai Bowl,2410 N Lincoln Ave
2663712.0,_tqxpQs0tEYAQkH-q6zfCQ,GREENLINE COFFEE,501 E 61ST ST ,Greenline Coffee,501 E 61st St
2542042.0,MiT4tJdkCpVpfdqOPrXSlA,MC DONALD'S #3901,2317 N CICERO AVE ,McDonald's,2317 N Cicero
12587.0,hVylIkf-04tJ2XWp5CF37A,THE BREAKFAST CLUB INC,1381 W HUBBARD ST ,The Breakfast Club and Grill,1381 W Hubbard St
2528823.0,ciYwLqsTJwhTV-nz-C37kg,KRISPY KRUNCHY CHICKEN,334 N LARAMIE AVE ,Crispy Khan Hell Fire Foods,334 N Laramie Ave
2657927.0,GP7p-YabjlbVxxdZS4PDCA,TACONAZO EL ORIGINAL #1,4124 W NORTH AVE ,El Taconazo Restaurant - El Original #1,4124 W North Ave
2564673.0,f_AF0jimm_eq7eZnxArV7w,TEMPESTA MARKET,1372 W GRAND AVE ,Tempesta Market,1372 W Grand Ave
2031440.0,cGWvmhGKRFTHtXwYarge3Q,"Mia Figlia, Inc",5304 W Devon AVE ,Mia Figlia,5304 W Devon Ave
1717951.0,-C_O2sunRZD_sgWtCIpuAQ,BROADWAY CELLARS,5900 N BROADWAY ,Cellars Bar and Grill,5900 N Broadway
1718535.0,-kwXSPyiUMsP6FCzUEYJmA,Fornetto-Mei on Grant,1108 S MICHIGAN AVE ,Mei's Kitchen,1108 S Michigan Ave
1593859.0,_KzZ5hqFD1uJS6gm2tsP2g,CLEVER RABBIT,2015 W DIVISION AVE ,Clever Rabbit,2015 W Division St
2437524.0,GP7p-YabjlbVxxdZS4PDCA,LA BARCA EL TACONAZO,4124 W NORTH AVE ,El Taconazo Restaurant - El Original #1,4124 W North Ave
2663535.0,0,FARM BAR EDGEWATER,1133 W GRANVILLE AVE ,,
1948847.0,Ivw59B7y_hobqdvrzpGz6A,FAT TOMMY'S INC,3031 W 111TH ST ,Fat Tommy's,3031 W 111th St
2528927.0,0,ILLINOIS CENTER FOR REHABILITATION AND EDUCATION W,1151 S WOOD ST ,,
2458453.0,0,NANDO'S PERI-PERI,150 W ROOSEVELT RD ,,
1948046.0,ZTdXY7KDRbNdq0W20Q8kYQ,WEST END TATA'S PIZZA,3019 W 111TH ST ,Tata's Chicago Pizzeria,3019 W 111th St
1903556.0,X4b9UHzAbeiBTqmvqQO9sw,MILAN'S RESTAURANT & BAR,3930-3932 W SCHOOL ST ,Milano's Restaurant & Bar,3930 W School St
2437524.0,GP7p-YabjlbVxxdZS4PDCA,LA BARCA EL TACONAZO,4124 W NORTH AVE ,El Taconazo Restaurant - El Original #1,4124 W North Ave
2084415.0,lP9L7sw0mjKpAbopyoHACA,PALETERIA JUAREZ,2215 S KEDZIE AVE ,Paleteria Juarez,2215 S Kedzie
2575370.0,0,LA FORTALEZA DE ARCELIA GUERRERO,5958 W DIVERSEY AVE ,,
2663536.0,0,FARM BAR EDGEWATER,1133 W GRANVILLE AVE ,,
2492766.0,QCqu1EeTqGzPjtcbnROMfg,SUBWAY,2412 N LINCOLN AVE ,Subway,2412 N Lincoln Ave
